country,profile_id,profile_label_fr,profile_label_en,parameter_version,effective_from,minimum_wage_hourly_eur,monthly_reference_hours,monthly_minimum_wage_eur,smic_multiple,gross_monthly_eur,net_before_income_tax_monthly_eur,employer_cost_monthly_eur,employee_contributions_monthly_eur,employer_contributions_monthly_eur,employee_pension_monthly_eur,employee_unemployment_monthly_eur,employee_health_monthly_eur,employee_care_monthly_eur,employer_pension_monthly_eur,employer_unemployment_monthly_eur,employer_health_monthly_eur,employer_care_monthly_eur,health_care_base_monthly_eur,pension_unemployment_base_monthly_eur,social_wedge_monthly_eur,employee_contribution_rate,employer_contribution_rate,social_wedge_rate,cost_to_net_ratio
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.52,6071.519999998833,4814.7201299989565,7328.319869998709,1256.7998699998761,1256.7998699998761,564.6513599998914,78.92975999998482,508.59374999999994,104.62499999999999,564.6513599998914,78.92975999998482,508.59374999999994,104.62499999999999,5812.5,6071.519999998833,2513.5997399997523,0.20699921436479132,0.20699921436479132,0.34299809295854267,1.5220655971960508
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.53,6095.61333333216,4836.2595699989515,7354.967096665369,1259.353763333209,1259.353763333209,566.8920399998909,79.24297333331808,508.59374999999994,104.62499999999999,566.8920399998909,79.24297333331808,508.59374999999994,104.62499999999999,5812.5,6095.61333333216,2518.707526666418,0.20660000798390282,0.20660000798390282,0.3424498700760146,1.52079659708318
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.54,6119.70666666549,4857.799009998948,7381.614323332032,1261.907656666542,1261.907656666542,569.1327199998906,79.55618666665137,508.59374999999994,104.62499999999999,569.1327199998906,79.55618666665137,508.59374999999994,104.62499999999999,5812.5,6119.70666666549,2523.8153133330834,0.20620394496034417,0.20620394496034417,0.34190560530312875,1.5195388504419884
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.55,6143.799999998819,4879.338449998944,7408.261549998693,1264.4615499998747,1264.4615499998747,571.3733999998901,79.86939999998464,508.59374999999994,104.62499999999999,571.3733999998901,79.86939999998464,508.59374999999994,104.62499999999999,5812.5,6143.799999998819,2528.923099999749,0.20581098831344083,0.20581098831344083,0.3413652559283892,1.5182922082398889
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.56,6167.893333332147,4900.87788999894,7434.908776665355,1267.0154433332075,1267.0154433332075,573.6140799998897,80.18261333331792,508.59374999999994,104.62499999999999,573.6140799998897,80.18261333331792,508.59374999999994,104.62499999999999,5812.5,6167.893333332147,2534.0308866664145,0.20542110164034144,0.20542110164034144,0.3408287798526235,1.5170565240642964
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.57,6191.986666665476,4922.417329998936,7461.556003332016,1269.5693366665405,1269.5693366665405,575.8547599998893,80.49582666665118,508.59374999999994,104.62499999999999,575.8547599998893,80.49582666665118,508.59374999999994,104.62499999999999,5812.5,6191.986666665476,2539.13867333308,0.20503424910477594,0.20503424910477594,0.3402961355780494,1.5158316540653063
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.58,6216.079999998805,4943.956769998931,7488.203229998679,1272.1232299998733,1272.1232299998733,578.0954399998889,80.80903999998446,508.59374999999994,104.62499999999999,578.0954399998889,80.80903999998446,508.59374999999994,104.62499999999999,5812.5,6216.079999998805,2544.2464599997475,0.20465039542607524,0.20465039542607524,0.3397672821975742,1.5146174568998705
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.59,6240.173333332134,4965.496209998928,7514.850456665339,1274.677123333206,1274.677123333206,580.3361199998884,81.12225333331773,508.59374999999994,104.62499999999999,580.3361199998884,81.12225333331773,508.59374999999994,104.62499999999999,5812.5,6240.173333332134,2549.354246666411,0.2042695058684456,0.2042695058684456,0.3392421793843212,1.5134137936774221
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.6,6264.266666665462,4987.035649998923,7541.4976833320015,1277.2310166665388,1277.2310166665388,582.576799999888,81.43546666665101,508.59374999999994,104.62499999999999,582.576799999888,81.43546666665101,508.59374999999994,104.62499999999999,5812.5,6264.266666665462,2554.4620333330786,0.20389154623049005,0.20389154623049005,0.3387207873813813,1.51222052790692
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.61,6288.359999998791,5008.575089998919,7568.144909998663,1279.7849099998718,1279.7849099998718,584.8174799998876,81.74867999998428,508.59374999999994,104.62499999999999,584.8174799998876,81.74867999998428,508.59374999999994,104.62499999999999,5812.5,6288.359999998791,2559.569819999744,0.20351648283497095,0.20351648283497095,0.3382030669917757,1.5110375254452453
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.62,6312.45333333212,5030.114529998915,7594.7921366653245,1282.3388033332046,1282.3388033332046,587.0581599998872,82.06189333331756,508.59374999999994,104.62499999999999,587.0581599998872,82.06189333331756,508.59374999999994,104.62499999999999,5812.5,6312.45333333212,2564.6776066664097,0.20314428251880692,0.20314428251880692,0.3376889795686354,1.5098646544469363
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.63,6336.546666665448,5051.653969998911,7621.439363331986,1284.8926966665374,1284.8926966665374,589.2988399998867,82.37510666665082,508.59374999999994,104.62499999999999,589.2988399998867,82.37510666665082,508.59374999999994,104.62499999999999,5812.5,6336.546666665448,2569.7853933330753,0.20277491262329814,0.20277491262329814,0.33717848700558334,1.5087017853152023
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.64,6360.639999998777,5073.193409998907,7648.0865899986475,1287.4465899998702,1287.4465899998702,591.5395199998862,82.6883199999841,508.59374999999994,104.62499999999999,591.5395199998862,82.6883199999841,508.59374999999994,104.62499999999999,5812.5,6360.639999998777,2574.893179999741,0.20240834098457353,0.20240834098457353,0.33667155172731855,1.507548790654188
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.65,6384.733333332106,5094.732849998903,7674.733816665309,1290.0004833332032,1290.0004833332032,593.7801999998858,83.00153333331737,508.59374999999994,104.62499999999999,593.7801999998858,83.00153333331737,508.59374999999994,104.62499999999999,5812.5,6384.733333332106,2580.0009666664064,0.2020445359242544,0.2020445359242544,0.33616813668039675,1.5064055452224472
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.66,6408.8266666654345,5116.2722899988985,7701.38104333197,1292.554376666536,1292.554376666536,596.0208799998854,83.31474666665065,508.59374999999994,104.62499999999999,596.0208799998854,83.31474666665065,508.59374999999994,104.62499999999999,5812.5,6408.8266666654345,2585.108753333072,0.20168346624032862,0.20168346624032862,0.3356682053242019,1.5052719258875935
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.67,6432.919999998763,5137.811729998894,7728.028269998632,1295.1082699998688,1295.1082699998688,598.261559999885,83.62795999998391,508.59374999999994,104.62499999999999,598.261559999885,83.62795999998391,508.59374999999994,104.62499999999999,5812.5,6432.919999998763,2590.2165399997375,0.20132510119823,0.20132510119823,0.3351717216221048,1.5041478115820905
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.68,6457.013333332092,5159.35116999889,7754.675496665293,1297.6621633332018,1297.6621633332018,600.5022399998845,83.9411733333172,508.59374999999994,104.62499999999999,600.5022399998845,83.9411733333172,508.59374999999994,104.62499999999999,5812.5,6457.013333332092,2595.324326666403,0.20096941052211723,0.20096941052211723,0.33467865003280384,1.5030330832601497
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.69,6481.106666665421,5180.890609998886,7781.322723331955,1300.2160566665345,1300.2160566665345,602.7429199998841,84.25438666665046,508.59374999999994,104.62499999999999,602.7429199998841,84.25438666665046,508.59374999999994,104.62499999999999,5812.5,6481.106666665421,2600.4321133330686,0.20061636438634728,0.20061636438634728,0.3341889555018438,1.5019276238557038
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.7,6505.199999998749,5202.430049998882,7807.969949998616,1302.7699499998673,1302.7699499998673,604.9835999998837,84.56759999998374,508.59374999999994,104.62499999999999,604.9835999998837,84.56759999998374,508.59374999999994,104.62499999999999,5812.5,6505.199999998749,2605.539899999734,0.20026593340713858,0.20026593340713858,0.3337026034533081,1.5008313182414235
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.71,6529.293333332078,5223.969489998877,7834.617176665279,1305.3238433332003,1305.3238433332003,607.2242799998833,84.88081333331701,508.59374999999994,104.62499999999999,607.2242799998833,84.88081333331701,508.59374999999994,104.62499999999999,5812.5,6529.293333332078,2610.6476866664016,0.1999180886344185,0.1999180886344185,0.3332195597816811,1.4997440531887491
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.72,6553.386666665408,5245.508929998874,7861.264403331941,1307.877736666533,1307.877736666533,609.4649599998829,85.19402666665029,508.59374999999994,104.62499999999999,609.4649599998829,85.19402666665029,508.59374999999994,104.62499999999999,5812.5,6553.386666665408,2615.755473333067,0.19957280154385076,0.19957280154385076,0.33273979084387467,1.4986657173289053
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.73,6577.479999998735,5267.048369998869,7887.911629998602,1310.431629999866,1310.431629999866,611.7056399998824,85.50723999998355,508.59374999999994,104.62499999999999,611.7056399998824,85.50723999998355,508.59374999999994,104.62499999999999,5812.5,6577.479999998735,2620.8632599997327,0.19923004402903816,0.19923004402903816,0.33226326345141843,1.4975962011148751
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.74,6601.573333332065,5288.587809998866,7914.558856665264,1312.985523333199,1312.985523333199,613.946319999882,85.82045333331683,508.59374999999994,104.62499999999999,613.946319999882,85.82045333331683,508.59374999999994,104.62499999999999,5812.5,6601.573333332065,2625.9710466663983,0.19888978839389568,0.19888978839389568,0.33178994486280566,1.4965353967842998
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.75,6625.666666665393,5310.127249998861,7941.206083331925,1315.5394166665317,1315.5394166665317,616.1869999998816,86.1336666666501,508.59374999999994,104.62499999999999,616.1869999998816,86.1336666666501,508.59374999999994,104.62499999999999,5812.5,6625.666666665393,2631.078833333064,0.1985520073451906,0.1985520073451906,0.3313198027759949,1.4954831983232846
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.76,6649.759999998721,5331.666689998856,7967.853309998585,1318.0933099998642,1318.0933099998642,618.427679999881,86.44687999998337,508.59374999999994,104.62499999999999,618.427679999881,86.44687999998337,508.59374999999994,104.62499999999999,5812.5,6649.759999998721,2636.1866199997294,0.19821667398524426,0.19821667398524426,0.3308528053210605,1.4944395014310796
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.77,6673.85333333205,5353.206129998853,7994.500536665248,1320.6472033331972,1320.6472033331972,620.6683599998806,86.76009333331665,508.59374999999994,104.62499999999999,620.6683599998806,86.76009333331665,508.59374999999994,104.62499999999999,5812.5,6673.85333333205,2641.294406666395,0.1978837618047921,0.1978837618047921,0.3303889210529918,1.493404203485615
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.78,6697.946666665378,5374.745569998848,8021.147763331908,1323.20109666653,1323.20109666653,622.9090399998802,87.07330666664991,508.59374999999994,104.62499999999999,622.9090399998802,87.07330666664991,508.59374999999994,104.62499999999999,5812.5,6697.946666665378,2646.4021933330605,0.1975532446759979,0.1975532446759979,0.3299281189446347,1.4923772035098637
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.79,6722.039999998708,5396.2850099988445,8047.794989998571,1325.754989999863,1325.754989999863,625.1497199998798,87.3865199999832,508.59374999999994,104.62499999999999,625.1497199998798,87.3865199999832,508.59374999999994,104.62499999999999,5812.5,6722.039999998708,2651.509979999726,0.19722509684561798,0.19722509684561798,0.32947036837977367,1.4913584021390105
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.8,6746.133333332036,5417.8244499988405,8074.442216665232,1328.3088833331958,1328.3088833331958,627.3903999998794,87.69973333331647,508.59374999999994,104.62499999999999,627.3903999998794,87.69973333331647,508.59374999999994,104.62499999999999,5812.5,6746.133333332036,2656.6177666663916,0.1968992929283122,0.1968992929283122,0.3290156391463511,1.4903477015884041
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.81,6770.226666665365,5439.363889998836,8101.089443331894,1330.8627766665286,1330.8627766665286,629.6310799998789,88.01294666664974,508.59374999999994,104.62499999999999,629.6310799998789,88.01294666664974,508.59374999999994,104.62499999999999,5812.5,6770.226666665365,2661.725553333057,0.19657580790009754,0.19657580790009754,0.32856390142982017,1.4893450056222708
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.82,6794.319999998694,5460.903329998832,8127.736669998555,1333.4166699998614,1333.4166699998614,631.8717599998785,88.32615999998302,508.59374999999994,104.62499999999999,631.8717599998785,88.32615999998302,508.59374999999994,104.62499999999999,5812.5,6794.319999998694,2666.8333399997227,0.19625461709194117,0.19625461709194117,0.3281151258066284,1.4883502195231668
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.83,6818.413333332022,5482.442769998828,8154.3838966652165,1335.9705633331944,1335.9705633331944,634.1124399998781,88.63937333331629,508.59374999999994,104.62499999999999,634.1124399998781,88.63937333331629,508.59374999999994,104.62499999999999,5812.5,6818.413333332022,2671.9411266663883,0.1959356961834891,0.1959356961834891,0.32766928323782923,1.4873632500621543
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.84,6842.506666665351,5503.982209998824,8181.031123331878,1338.5244566665272,1338.5244566665272,636.3531199998777,88.95258666664957,508.59374999999994,104.62499999999999,636.3531199998777,88.95258666664957,508.59374999999994,104.62499999999999,5812.5,6842.506666665351,2677.048913333054,0.1956190211969275,0.1956190211969275,0.3272263450628184,1.4863840054696735
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.85,6866.59999999868,5525.52164999882,8207.67834999854,1341.07834999986,1341.07834999986,638.5937999998772,89.26579999998283,508.59374999999994,104.62499999999999,638.5937999998772,89.26579999998283,508.59374999999994,104.62499999999999,5812.5,6866.59999999868,2682.1566999997194,0.19530456849097338,0.19530456849097338,0.3267862829931922,1.4854123954071001
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.86,6890.6933333320085,5547.061089998816,8234.325576665202,1343.6322433331927,1343.6322433331927,640.8344799998767,89.57901333331611,508.59374999999994,104.62499999999999,640.8344799998767,89.57901333331611,508.59374999999994,104.62499999999999,5812.5,6890.6933333320085,2687.264486666386,0.19499231475499093,0.19499231475499093,0.32634906910672506,1.484448330938962
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.87,6914.786666665337,5568.600529998812,8260.972803331862,1346.1861366665257,1346.1861366665257,643.0751599998764,89.89222666664938,508.59374999999994,104.62499999999999,643.0751599998764,89.89222666664938,508.59374999999994,104.62499999999999,5812.5,6914.786666665337,2692.3722733330505,0.19468223700323142,0.19468223700323142,0.32591467584146355,1.4834917245058024
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.88,6938.879999998666,5590.139969998807,8287.620029998525,1348.7400299998585,1348.7400299998585,645.315839999876,90.20543999998266,508.59374999999994,104.62499999999999,645.315839999876,90.20543999998266,508.59374999999994,104.62499999999999,5812.5,6938.879999998666,2697.480059999718,0.1943743125691924,0.1943743125691924,0.3254830759899351,1.4825424898976713
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.89,6962.973333331995,5611.679409998804,8314.267256665185,1351.2939233331913,1351.2939233331913,647.5565199998755,90.51865333331592,508.59374999999994,104.62499999999999,647.5565199998755,90.51865333331592,508.59374999999994,104.62499999999999,5812.5,6962.973333331995,2702.5878466663817,0.19406851910009484,0.19406851910009484,0.32505424269346583,1.4816005422282237
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.9,6987.066666665323,5633.218849998799,8340.914483331848,1353.8478166665243,1353.8478166665243,649.797199999875,90.8318666666492,508.59374999999994,104.62499999999999,649.797199999875,90.8318666666492,508.59374999999994,104.62499999999999,5812.5,6987.066666665323,2707.695633333049,0.19376483455147386,0.19376483455147386,0.3246281494366116,1.4806657979094184
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.91,7011.159999998652,5654.758289998795,8367.561709998508,1356.401709999857,1356.401709999857,652.0378799998746,91.14507999998247,508.59374999999994,104.62499999999999,652.0378799998746,91.14507999998247,508.59374999999994,104.62499999999999,5812.5,7011.159999998652,2712.8034199997137,0.19346323718188116,0.19346323718188116,0.3242047700416896,1.479738174626787
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.92,7035.253333331981,5676.297729998791,8394.20893666517,1358.9556033331899,1358.9556033331899,654.2785599998742,91.45829333331575,508.59374999999994,104.62499999999999,654.2785599998742,91.45829333331575,508.59374999999994,104.62499999999999,5812.5,7035.253333331981,2717.91120666638,0.19316370554769663,0.19316370554769663,0.3237840786634202,1.4788175913152743
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.93,7059.346666665309,5697.8371699987865,8420.856163331831,1361.5094966665226,1361.5094966665226,656.5192399998738,91.77150666664902,508.59374999999994,104.62499999999999,656.5192399998738,91.77150666664902,508.59374999999994,104.62499999999999,5812.5,7059.346666665309,2723.018993333045,0.19286621849804578,0.19286621849804578,0.3233660497836652,1.4779039681356188
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.94,7083.439999998638,5719.376609998782,8447.503389998494,1364.0633899998556,1364.0633899998556,658.7599199998733,92.0847199999823,508.59374999999994,104.62499999999999,658.7599199998733,92.0847199999823,508.59374999999994,104.62499999999999,5812.5,7083.439999998638,2728.1267799997113,0.19257075516982114,0.19257075516982114,0.32295065820627006,1.4769972264512743
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.95,7107.533333331967,5740.916049998778,8474.150616665156,1366.6172833331884,1366.6172833331884,661.0005999998729,92.39793333331556,508.59374999999994,104.62499999999999,661.0005999998729,92.39793333331556,508.59374999999994,104.62499999999999,5812.5,7107.533333331967,2733.2345666663778,0.1922772949828048,0.1922772949828048,0.32253787905200004,1.4760972888058448
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.96,7131.6266666652955,5762.455489998774,8500.797843331817,1369.1711766665212,1369.1711766665212,663.2412799998725,92.71114666664884,508.59374999999994,104.62499999999999,663.2412799998725,92.71114666664884,508.59374999999994,104.62499999999999,5812.5,7131.6266666652955,2738.3423533330424,0.1919858176348899,0.1919858176348899,0.3221276877535735,1.4752040789010286
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.97,7155.719999998625,5783.994929998771,8527.445069998479,1371.7250699998542,1371.7250699998542,665.4819599998722,93.02435999998212,508.59374999999994,104.62499999999999,665.4819599998722,93.02435999998212,508.59374999999994,104.62499999999999,5812.5,7155.719999998625,2743.450139999708,0.19169630309739868,0.19169630309739868,0.3217200600507881,1.4743175215750561
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.98,7179.813333331953,5805.534369998766,8554.09229666514,1374.278963333187,1374.278963333187,667.7226399998716,93.33757333331539,508.59374999999994,104.62499999999999,667.7226399998716,93.33757333331539,508.59374999999994,104.62499999999999,5812.5,7179.813333331953,2748.5579266663735,0.19140873161049468,0.19140873161049468,0.32131497198573766,1.4734375427816058
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,2.99,7203.9066666652825,5827.073809998763,8580.739523331802,1376.8328566665198,1376.8328566665198,669.9633199998713,93.65078666664867,508.59374999999994,104.62499999999999,669.9633199998713,93.65078666664867,508.59374999999994,104.62499999999999,5812.5,7203.9066666652825,2753.665713333039,0.19112308367868697,0.19112308367868697,0.3209123998981177,1.4725640695691864
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,3.0,7227.99999999861,5848.613249998758,8607.386749998463,1379.3867499998528,1379.3867499998528,672.2039999998708,93.96399999998192,508.59374999999994,104.62499999999999,672.2039999998708,93.96399999998192,508.59374999999994,104.62499999999999,5812.5,7227.99999999861,2758.7734999997047,0.19083934006642472,0.19083934006642472,0.32051232042061983,1.471697030060979
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,3.01,7252.093333331938,5870.152689998753,8634.033976665123,1381.9406433331853,1381.9406433331853,674.4446799998702,94.27721333331519,508.59374999999994,104.62499999999999,674.4446799998702,94.27721333331519,508.59374999999994,104.62499999999999,5812.5,7252.093333331938,2763.88128666637,0.1905574817937788,0.1905574817937788,0.3201147104744095,1.4708363534351194
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,3.02,7276.186666665268,5891.69212999875,8660.681203331786,1384.4945366665183,1384.4945366665183,676.6853599998699,94.59042666664847,508.59374999999994,104.62499999999999,676.6853599998699,94.59042666664847,508.59374999999994,104.62499999999999,5812.5,7276.186666665268,2768.989073333036,0.19027749013221,0.19027749013221,0.3197195472646885,1.4699819699054137
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,3.03,7300.2799999985955,5913.231569998745,8687.328429998446,1387.0484299998511,1387.0484299998511,678.9260399998694,94.90363999998173,508.59374999999994,104.62499999999999,678.9260399998694,94.90363999998173,508.59374999999994,104.62499999999999,5812.5,7300.2799999985955,2774.0968599997013,0.18999934660042053,0.18999934660042053,0.3193268082763388,1.469133810702477
Germany,germany__public_health__with_children__outside_saxony,Assurance publique · avec enfant · hors Saxe,Public health insurance · with children · outside Saxony,2026-01,2026-01-01,13.9,173.3333333333,2409.33333333287,3.04,7324.373333331925,5934.771009998742,8713.975656665109,1389.602323333184,1389.602323333184,681.166719999869,95.21685333331502,508.59374999999994,104.62499999999999,681.166719999869,95.21685333331502,508.59374999999994,104.62499999999999,5812.5,7324.373333331925,2779.204646666367,0.18972303296028753,0.18972303296028753,0.3189364712696461,1.4682918080552794
