source,engine,profile_id,profile_label_fr,profile_label_en,dimension_status,dimension_territory,dimension_atmp,rgdu_expression_used,smic_multiple,gross_monthly_eur,net_monthly_eur,employer_cost_monthly_eur,employee_contributions_monthly_eur,employer_contributions_monthly_eur,social_wedge_monthly_eur,employee_contribution_rate,employer_contribution_rate,social_wedge_rate,cost_to_net_ratio,rgdu_monthly_eur,rgdu_rate_gross,rgdu_rate_employer_cost,api_total_contributions_monthly_eur,api_employer_contributions_monthly_eur,api_employee_contributions_monthly_eur,missing_variables_gross,missing_variables_net,missing_variables_employer_cost,status,error
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.67,4867.49,3834.6,6873.43,1032.89,2005.94,3038.83,0.2122,0.4121,0.4421,1.7925,111.47,0.0229,0.0162,3038.83,2005.94,1032.89,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.68,4885.72,3849.22,6900.06,1036.5,2014.34,3050.84,0.2121,0.4123,0.4421,1.7926,110.91,0.0227,0.0161,3050.84,2014.34,1036.5,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.69,4903.95,3863.85,6926.21,1040.1,2022.26,3062.36,0.2121,0.4124,0.4421,1.7926,110.83,0.0226,0.016,3062.36,2022.26,1040.1,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.7,4922.18,3878.47,6952.85,1043.71,2030.67,3074.38,0.212,0.4126,0.4422,1.7927,110.26,0.0224,0.0159,3074.38,2030.67,1043.71,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.71,4940.41,3893.09,6979.01,1047.32,2038.6,3085.92,0.212,0.4126,0.4422,1.7927,110.17,0.0223,0.0158,3085.92,2038.6,1047.32,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.72,4958.64,3907.71,7005.67,1050.93,2047.03,3097.95,0.2119,0.4128,0.4422,1.7928,109.59,0.0221,0.0156,3097.95,2047.03,1050.93,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.73,4976.87,3922.34,7031.83,1054.53,2054.96,3109.5,0.2119,0.4129,0.4422,1.7928,109.49,0.022,0.0156,3109.5,2054.96,1054.53,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.74,4995.1,3936.96,7058.5,1058.14,2063.4,3121.55,0.2118,0.4131,0.4422,1.7929,108.89,0.0218,0.0154,3121.55,2063.4,1058.14,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.75,5013.33,3951.58,7084.68,1061.75,2071.35,3133.1,0.2118,0.4132,0.4422,1.7929,108.79,0.0217,0.0154,3133.1,2071.35,1061.75,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.76,5031.56,3966.2,7110.86,1065.36,2079.3,3144.66,0.2117,0.4133,0.4422,1.7929,108.68,0.0216,0.0153,3144.66,2079.3,1065.36,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.77,5049.79,3980.82,7137.55,1068.97,2087.76,3156.72,0.2117,0.4134,0.4423,1.793,108.07,0.0214,0.0151,3156.72,2087.76,1068.97,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.78,5068.02,3995.45,7163.74,1072.57,2095.72,3168.29,0.2116,0.4135,0.4423,1.793,107.95,0.0213,0.0151,3168.29,2095.72,1072.57,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.79,5086.25,4010.07,7189.93,1076.18,2103.68,3179.86,0.2116,0.4136,0.4423,1.793,107.83,0.0212,0.015,3179.86,2103.68,1076.18,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.8,5104.48,4024.69,7216.12,1079.79,2111.64,3191.43,0.2115,0.4137,0.4423,1.793,107.7,0.0211,0.0149,3191.43,2111.64,1079.79,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.81,5122.71,4039.31,7242.32,1083.4,2119.61,3203.01,0.2115,0.4138,0.4423,1.793,107.58,0.021,0.0149,3203.01,2119.61,1083.4,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.82,5140.94,4053.94,7268.53,1087.0,2127.59,3214.59,0.2114,0.4139,0.4423,1.793,107.45,0.0209,0.0148,3214.59,2127.59,1087.0,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.83,5159.17,4068.56,7294.73,1090.61,2135.56,3226.17,0.2114,0.4139,0.4423,1.793,107.31,0.0208,0.0147,3226.17,2135.56,1090.61,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.84,5177.41,4083.19,7320.96,1094.22,2143.55,3237.77,0.2113,0.414,0.4423,1.793,107.17,0.0207,0.0146,3237.77,2143.55,1094.22,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.85,5195.64,4097.81,7346.65,1097.83,2151.01,3248.84,0.2113,0.414,0.4422,1.7928,107.55,0.0207,0.0146,3248.84,2151.01,1097.83,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.86,5213.87,4112.43,7372.87,1101.44,2159.0,3260.43,0.2113,0.4141,0.4422,1.7928,107.41,0.0206,0.0146,3260.43,2159.0,1101.44,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.87,5232.1,4127.05,7399.09,1105.05,2166.99,3272.03,0.2112,0.4142,0.4422,1.7928,107.26,0.0205,0.0145,3272.03,2166.99,1105.05,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.88,5250.33,4141.68,7425.31,1108.65,2174.98,3283.63,0.2112,0.4143,0.4422,1.7928,107.11,0.0204,0.0144,3283.63,2174.98,1108.65,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.89,5268.56,4156.3,7451.01,1112.26,2182.45,3294.71,0.2111,0.4142,0.4422,1.7927,107.48,0.0204,0.0144,3294.71,2182.45,1112.26,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.9,5286.79,4170.92,7477.24,1115.87,2190.45,3306.32,0.2111,0.4143,0.4422,1.7927,107.32,0.0203,0.0144,3306.32,2190.45,1115.87,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.91,5305.02,4185.54,7502.94,1119.48,2197.92,3317.4,0.211,0.4143,0.4421,1.7926,107.69,0.0203,0.0144,3317.4,2197.92,1119.48,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.92,5323.25,4200.17,7529.17,1123.08,2205.92,3329.01,0.211,0.4144,0.4421,1.7926,107.53,0.0202,0.0143,3329.01,2205.92,1123.08,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.93,5341.48,4214.79,7554.88,1126.69,2213.4,3340.09,0.2109,0.4144,0.4421,1.7925,107.9,0.0202,0.0143,3340.09,2213.4,1126.69,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.94,5359.71,4229.41,7581.12,1130.3,2221.41,3351.71,0.2109,0.4145,0.4421,1.7925,107.73,0.0201,0.0142,3351.71,2221.41,1130.3,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.95,5377.94,4244.03,7606.82,1133.91,2228.88,3362.79,0.2108,0.4144,0.4421,1.7924,108.1,0.0201,0.0142,3362.79,2228.88,1133.91,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.96,5396.17,4258.65,7632.53,1137.52,2236.36,3373.87,0.2108,0.4144,0.442,1.7922,108.46,0.0201,0.0142,3373.87,2236.36,1137.52,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.97,5414.4,4273.28,7658.77,1141.12,2244.37,3385.5,0.2108,0.4145,0.442,1.7922,108.29,0.02,0.0141,3385.5,2244.37,1141.12,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.98,5432.63,4287.9,7684.48,1144.73,2251.85,3396.58,0.2107,0.4145,0.442,1.7921,108.65,0.02,0.0141,3396.58,2251.85,1144.73,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,2.99,5450.86,4302.52,7710.19,1148.34,2259.33,3407.67,0.2107,0.4145,0.442,1.792,109.02,0.02,0.0141,3407.67,2259.33,1148.34,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.0,5469.09,4317.14,7735.9,1151.95,2266.81,3418.75,0.2106,0.4145,0.4419,1.7919,109.38,0.02,0.0141,3418.75,2266.81,1151.95,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.01,5487.32,4331.77,7871.35,1155.55,2384.03,3539.58,0.2106,0.4345,0.4497,1.8171,0.0,0.0,0.0,3539.58,2384.03,1155.55,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.02,5505.55,4346.39,7897.42,1159.16,2391.87,3551.03,0.2105,0.4344,0.4496,1.817,0.0,0.0,0.0,3551.03,2391.87,1159.16,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.03,5523.78,4361.01,7923.49,1162.77,2399.71,3562.48,0.2105,0.4344,0.4496,1.8169,0.0,0.0,0.0,3562.48,2399.71,1162.77,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.04,5542.01,4375.63,7949.57,1166.38,2407.56,3573.93,0.2105,0.4344,0.4496,1.8168,0.0,0.0,0.0,3573.93,2407.56,1166.38,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.05,5560.24,4390.26,7975.64,1169.98,2415.4,3585.38,0.2104,0.4344,0.4495,1.8167,0.0,0.0,0.0,3585.38,2415.4,1169.98,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.06,5578.47,4404.88,8001.71,1173.59,2423.24,3596.83,0.2104,0.4344,0.4495,1.8166,0.0,0.0,0.0,3596.83,2423.24,1173.59,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.07,5596.7,4419.5,8027.78,1177.2,2431.08,3608.28,0.2103,0.4344,0.4495,1.8164,0.0,0.0,0.0,3608.28,2431.08,1177.2,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.08,5614.93,4434.12,8053.85,1180.81,2438.92,3619.73,0.2103,0.4344,0.4494,1.8163,0.0,0.0,0.0,3619.73,2438.92,1180.81,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.09,5633.16,4448.74,8079.92,1184.42,2446.76,3631.18,0.2103,0.4344,0.4494,1.8162,0.0,0.0,0.0,3631.18,2446.76,1184.42,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.1,5651.39,4463.37,8106.0,1188.02,2454.61,3642.63,0.2102,0.4343,0.4494,1.8161,0.0,0.0,0.0,3642.63,2454.61,1188.02,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.11,5669.62,4477.99,8132.07,1191.63,2462.45,3654.08,0.2102,0.4343,0.4493,1.816,0.0,0.0,0.0,3654.08,2462.45,1191.63,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.12,5687.85,4492.61,8158.14,1195.24,2470.29,3665.53,0.2101,0.4343,0.4493,1.8159,0.0,0.0,0.0,3665.53,2470.29,1195.24,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.13,5706.08,4507.23,8184.21,1198.85,2478.13,3676.98,0.2101,0.4343,0.4493,1.8158,0.0,0.0,0.0,3676.98,2478.13,1198.85,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.14,5724.31,4521.86,8210.28,1202.45,2485.97,3688.43,0.2101,0.4343,0.4492,1.8157,0.0,0.0,0.0,3688.43,2485.97,1202.45,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.15,5742.54,4536.48,8236.36,1206.06,2493.82,3699.88,0.21,0.4343,0.4492,1.8156,0.0,0.0,0.0,3699.88,2493.82,1206.06,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.16,5760.77,4551.1,8262.43,1209.67,2501.66,3711.33,0.21,0.4343,0.4492,1.8155,0.0,0.0,0.0,3711.33,2501.66,1209.67,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.17,5779.01,4565.73,8288.51,1213.28,2509.5,3722.78,0.2099,0.4342,0.4491,1.8154,0.0,0.0,0.0,3722.78,2509.5,1213.28,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.18,5797.24,4580.35,8314.59,1216.89,2517.35,3734.23,0.2099,0.4342,0.4491,1.8153,0.0,0.0,0.0,3734.23,2517.35,1216.89,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.19,5815.47,4594.97,8340.66,1220.5,2525.19,3745.68,0.2099,0.4342,0.4491,1.8152,0.0,0.0,0.0,3745.68,2525.19,1220.5,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.2,5833.7,4609.6,8366.73,1224.1,2533.03,3757.13,0.2098,0.4342,0.4491,1.8151,0.0,0.0,0.0,3757.13,2533.03,1224.1,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.21,5851.93,4624.22,8392.8,1227.71,2540.87,3768.58,0.2098,0.4342,0.449,1.815,0.0,0.0,0.0,3768.58,2540.87,1227.71,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.22,5870.16,4638.84,8418.87,1231.32,2548.71,3780.03,0.2098,0.4342,0.449,1.8149,0.0,0.0,0.0,3780.03,2548.71,1231.32,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.23,5888.39,4653.46,8444.94,1234.93,2556.55,3791.48,0.2097,0.4342,0.449,1.8148,0.0,0.0,0.0,3791.48,2556.55,1234.93,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.24,5906.62,4668.09,8471.02,1238.53,2564.4,3802.93,0.2097,0.4342,0.4489,1.8147,0.0,0.0,0.0,3802.93,2564.4,1238.53,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.25,5924.85,4682.71,8497.09,1242.14,2572.24,3814.38,0.2096,0.4341,0.4489,1.8146,0.0,0.0,0.0,3814.38,2572.24,1242.14,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.26,5943.08,4697.33,8523.16,1245.75,2580.08,3825.83,0.2096,0.4341,0.4489,1.8145,0.0,0.0,0.0,3825.83,2580.08,1245.75,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.27,5961.31,4711.95,8549.23,1249.36,2587.92,3837.28,0.2096,0.4341,0.4488,1.8144,0.0,0.0,0.0,3837.28,2587.92,1249.36,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.28,5979.54,4726.57,8575.3,1252.97,2595.76,3848.73,0.2095,0.4341,0.4488,1.8143,0.0,0.0,0.0,3848.73,2595.76,1252.97,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.29,5997.77,4741.2,8601.38,1256.57,2603.61,3860.18,0.2095,0.4341,0.4488,1.8142,0.0,0.0,0.0,3860.18,2603.61,1256.57,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.3,6016.0,4755.82,8627.45,1260.18,2611.45,3871.63,0.2095,0.4341,0.4488,1.8141,0.0,0.0,0.0,3871.63,2611.45,1260.18,8,27,37,ok,
mon-entreprise,api/v1/evaluate,non_cadre__standard__standard,Non-cadre · Hors Alsace-Moselle · AT/MP standard,Non-executive · Outside Alsace-Moselle · Standard AT/MP,non_cadre,standard,standard,salarié . cotisations . exonérations . RGDU,3.31,6034.23,4770.44,8653.52,1263.79,2619.29,3883.08,0.2094,0.4341,0.4487,1.814,0.0,0.0,0.0,3883.08,2619.29,1263.79,8,27,37,ok,
